,Dataset Order,Dataset Title,Dataset Link,Dataset Produced By,Dataset Description,Dataset Identificador,Dataset Publisher,Dataset Author,Dataset Contact Name,Dataset Contact Email,Dataset Release Date,Dataset Modified Date,Dataset Temporal Coverage,Dataset Frequency,Dataset Public Access Level,Dataset Homepage URL,Dataset Language,Dataset License,File Title,File Description,File Format,File Link
90,N_12,Registro de Hidrocarburos Líquidos - Mayo 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-mayo-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,3d191d9d-13c2-4315-8b47-a62f5caff835,Presidencia del Consejo de Ministros,,,,2023-05-23,2023-05-23,,,Public,,,,REGISTROS HÁBILES DE CONSUMIDORES MENORES (Actualizado al 23 DE MAYO DE 2023),Consumidores Directos de Combustibles Líquidos y OPDH...,csv,https://www.datosabiertos.gob.pe/sites/default/files/ConsumidoresMenores.csv
91,N_12,Registro de Hidrocarburos Líquidos - Mayo 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-mayo-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,3d191d9d-13c2-4315-8b47-a62f5caff835,Presidencia del Consejo de Ministros,,,,2023-05-23,2023-05-23,,,Public,,,,REGISTROS HÁBILES DE ESTACIONES DE SERVICIO CON ESTABLECIMIENTO DE VENTA DE GNV (Actualizado al 23 DE MAYO DE 2023),Establecimientos de Venta al Publico de Combustibles Liquidos y...,csv,https://www.datosabiertos.gob.pe/sites/default/files/EESSconGNV.csv
92,N_12,Registro de Hidrocarburos Líquidos - Mayo 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-mayo-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,3d191d9d-13c2-4315-8b47-a62f5caff835,Presidencia del Consejo de Ministros,,,,2023-05-23,2023-05-23,,,Public,,,,REGISTROS HÁBILES DE ESTACIONES DE SERVICIO CON GASOCENTRO DE GLP Y ESTABLECIMIENTO DE VENTA DE GNV (Actualizado al 23 DE MAYO DE 2023),Establecimientos de Venta al Publico de Combustibles Liquidos y...,csv,https://www.datosabiertos.gob.pe/sites/default/files/EESSconGLPyGNV.csv
93,N_12,Registro de Hidrocarburos Líquidos - Mayo 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-mayo-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,3d191d9d-13c2-4315-8b47-a62f5caff835,Presidencia del Consejo de Ministros,,,,2023-05-23,2023-05-23,,,Public,,,,REGISTROS HÁBILES DE ESTACIONES DE SERVICIO CON GASOCENTRO DE GLP (Actualizado al 23 DE MAYO DE 2023),Establecimientos de Venta al Público de Combustibles Líquidos y GLP...,csv,https://www.datosabiertos.gob.pe/sites/default/files/EESSconGLP.csv
94,N_12,Registro de Hidrocarburos Líquidos - Mayo 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-mayo-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,3d191d9d-13c2-4315-8b47-a62f5caff835,Presidencia del Consejo de Ministros,,,,2023-05-23,2023-05-23,,,Public,,,,REGISTROS HÁBILES DE GASOCENTROS (Actualizado al 23 DE MAYO DE 2023),Establecimientos de Venta al Público de Combustibles Líquidos y...,csv,https://www.datosabiertos.gob.pe/sites/default/files/Gasocentros.csv
95,N_12,Registro de Hidrocarburos Líquidos - Mayo 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-mayo-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,3d191d9d-13c2-4315-8b47-a62f5caff835,Presidencia del Consejo de Ministros,,,,2023-05-23,2023-05-23,,,Public,,,,REGISTROS HÁBILES DE GRIFOS FLOTANTES (Actualizado al 23 DE MAYO DE 2023),Establecimientos de Venta al Público de Combustibles Líquidos y...,csv,https://www.datosabiertos.gob.pe/sites/default/files/GrifosFlotantes.csv
96,N_12,Registro de Hidrocarburos Líquidos - Mayo 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-mayo-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,3d191d9d-13c2-4315-8b47-a62f5caff835,Presidencia del Consejo de Ministros,,,,2023-05-23,2023-05-23,,,Public,,,,REGISTROS HÁBILES DE GRIFOS RURALES CON ALMACENAMIENTO EN CILINDROS (Actualizado al 23 DE MAYO DE 2023),Establecimientos de Venta al Público de Combustibles Líquidos y...,csv,https://www.datosabiertos.gob.pe/sites/default/files/GrifosRuralesconalmacenamientoenCilindros.csv
97,N_12,Registro de Hidrocarburos Líquidos - Mayo 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-mayo-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,3d191d9d-13c2-4315-8b47-a62f5caff835,Presidencia del Consejo de Ministros,,,,2023-05-23,2023-05-23,,,Public,,,,REGISTROS HÁBILES DE GRIFOS Y ESTACIONES DE SERVICIOS (Actualizado al 23 DE MAYO DE 2023),Establecimientos de Venta al Público de Combustibles Líquidos y GLP...,csv,https://www.datosabiertos.gob.pe/sites/default/files/GrifosyEstacionesdeServicios.csv
98,N_12,Registro de Hidrocarburos Líquidos - Mayo 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-mayo-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,3d191d9d-13c2-4315-8b47-a62f5caff835,Presidencia del Consejo de Ministros,,,,2023-05-23,2023-05-23,,,Public,,,,REGISTROS HÁBILES DE COMERCIALIZADORES DE COMBUSTIBLE DE AVIACIÓN (Actualizado al 23 DE MAYO DE 2023),Distribuidores Mayoristas de Combustibles Líquidos y OPDH...,csv,https://www.datosabiertos.gob.pe/sites/default/files/ComercializadoresdeCombustibledeAviaci%C3%B3n.csv
99,N_12,Registro de Hidrocarburos Líquidos - Mayo 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-mayo-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,3d191d9d-13c2-4315-8b47-a62f5caff835,Presidencia del Consejo de Ministros,,,,2023-05-23,2023-05-23,,,Public,,,,REGISTROS HÁBILES DE COMERCIALIZADORES DE COMBUSTIBLE DE EMBARCACIÓN (Actualizado al 23 DE MAYO DE 2023),Distribuidores Mayoristas de Combustibles Líquidos y OPDH...,csv,https://www.datosabiertos.gob.pe/sites/default/files/ComercializadoresdeCombustibledeEmbarcaci%C3%B3n.csv
100,N_12,Registro de Hidrocarburos Líquidos - Mayo 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-mayo-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,3d191d9d-13c2-4315-8b47-a62f5caff835,Presidencia del Consejo de Ministros,,,,2023-05-23,2023-05-23,,,Public,,,,REGISTROS HÁBILES DE DISTRIBUIDORES MAYORISTAS COMBUSTIBLES LÍQUIDOS (Actualizado al 23 DE MAYO DE 2023),Distribuidores Mayoristas de Combustibles Líquidos y OPDH...,csv,https://www.datosabiertos.gob.pe/sites/default/files/DistribuidoresMayoristasCombustiblesL%C3%ADquidos.csv
101,N_12,Registro de Hidrocarburos Líquidos - Mayo 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-mayo-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,3d191d9d-13c2-4315-8b47-a62f5caff835,Presidencia del Consejo de Ministros,,,,2023-05-23,2023-05-23,,,Public,,,,REGISTROS HÁBILES DE DISTRIBUIDORES MAYORISTAS OPDH (Actualizado al 23 DE MAYO DE 2023),Distribuidores Mayoristas de Combustibles Líquidos y OPDH...,csv,https://www.datosabiertos.gob.pe/sites/default/files/DistribuidoresMayoristasOPDH.csv
102,N_12,Registro de Hidrocarburos Líquidos - Mayo 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-mayo-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,3d191d9d-13c2-4315-8b47-a62f5caff835,Presidencia del Consejo de Ministros,,,,2023-05-23,2023-05-23,,,Public,,,,REGISTROS HÁBILES DE CONSUMIDOR DIRECTO DE GLP (Actualizado al 23 DE MAYO DE 2023),Gas licuado de Petróleo (GLP),csv,https://www.datosabiertos.gob.pe/sites/default/files/ConsumidorDirectodeGLP.csv
103,N_12,Registro de Hidrocarburos Líquidos - Mayo 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-mayo-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,3d191d9d-13c2-4315-8b47-a62f5caff835,Presidencia del Consejo de Ministros,,,,2023-05-23,2023-05-23,,,Public,,,,REGISTROS HÁBILES DE IMPORTADOR DE GLP (Actualizado al 23 DE MAYO DE 2023)												,Gas licuado de Petróleo (GLP),csv,https://www.datosabiertos.gob.pe/sites/default/files/ImportadordeGLP.csv
104,N_12,Registro de Hidrocarburos Líquidos - Mayo 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-mayo-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,3d191d9d-13c2-4315-8b47-a62f5caff835,Presidencia del Consejo de Ministros,,,,2023-05-23,2023-05-23,,,Public,,,,REGISTROS HÁBILES DE LOCALES DE VENTA DE GLP (Actualizado al 23 DE MAYO DE 2023),Gas licuado de Petróleo (GLP),csv,https://www.datosabiertos.gob.pe/sites/default/files/LocalesdeVentadeGLP.csv
105,N_12,Registro de Hidrocarburos Líquidos - Mayo 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-mayo-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,3d191d9d-13c2-4315-8b47-a62f5caff835,Presidencia del Consejo de Ministros,,,,2023-05-23,2023-05-23,,,Public,,,,REGISTROS HÁBILES DE PLANTA DE ABASTECIMIENTO GLP (Actualizado al 23 DE MAYO DE 2023),Gas licuado de Petróleo (GLP),csv,https://www.datosabiertos.gob.pe/sites/default/files/PlantadeAbastecimientoGLP.csv
106,N_12,Registro de Hidrocarburos Líquidos - Mayo 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-mayo-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,3d191d9d-13c2-4315-8b47-a62f5caff835,Presidencia del Consejo de Ministros,,,,2023-05-23,2023-05-23,,,Public,,,,REGISTROS HÁBILES DE PLANTA ENVASADORA GLP (Actualizado al 23 DE MAYO DE 2023),Gas licuado de Petróleo (GLP),csv,https://www.datosabiertos.gob.pe/sites/default/files/PlantaEnvasadoraGLP.csv
107,N_12,Registro de Hidrocarburos Líquidos - Mayo 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-mayo-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,3d191d9d-13c2-4315-8b47-a62f5caff835,Presidencia del Consejo de Ministros,,,,2023-05-23,2023-05-23,,,Public,,,,REGISTROS HÁBILES DE REDES DE DISTRIBUCIÓN DE GLP (Actualizado al 23 DE MAYO DE 2023 - 9:38),Gas licuado de Petróleo (GLP),csv,https://www.datosabiertos.gob.pe/sites/default/files/RedesdeDistribuci%C3%B3ndeGLP.csv
108,N_12,Registro de Hidrocarburos Líquidos - Mayo 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-mayo-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,3d191d9d-13c2-4315-8b47-a62f5caff835,Presidencia del Consejo de Ministros,,,,2023-05-23,2023-05-23,,,Public,,,,REGISTROS HÁBILES DE TRANSPORTE DE COMBUSTIBLES LÍQUIDOS EN CONTENEDORES INTERMEDIOS (Actualizado al 23 DE MAYO DE 2023)																,Medios de Transporte y Distribuidores,csv,https://www.datosabiertos.gob.pe/sites/default/files/Transportedecombustiblesl%C3%ADquidosencontenedoresintermedios.csv
109,N_13,Cantidad de Usuarios y Potencia Contratada del servicio de Energía Eléctrica por Distrito en el área de concesión de Electro Sur Este S.A.A. (ELSE),https://www.datosabiertos.gob.pe//dataset/cantidad-de-usuarios-y-potencia-contratada-del-servicio-de-energ%C3%ADa-el%C3%A9ctrica-por-distrito-en,Electro Sur Este S.A.A.,"El dataset contiene el resumen de la potencia contratada y la cantidad de suministros que brinda ELSE
dentro de su zona de concesión",8a7cbcf9-f192-4f66-8c59-92151e01f45d,Electro Sur Este S.A.A.,,,,2022-12-27,2022-12-27,,,Public,,,Open Data Commons Attribution ,Cantidad de Usuarios y Potencia Contratada del servicio de Energía Eléctrica por Distrito en el área de concesión de Electro Sur Este S.A.A. (ELSE),...,csv,https://www.datosabiertos.gob.pe/sites/default/files/dataset-else-01.csv
110,N_14,Encuesta Nacional de Programas Presupuestales (ENAPRES) 2020 - [Instituto Nacional de Estadística e Informática - INEI],https://www.datosabiertos.gob.pe//dataset/encuesta-nacional-de-programas-presupuestales-enapres-2020-instituto-nacional-de-estad%C3%ADstica,,"La Encuesta Nacional de Programas Presupuestales – ENAPRES, se viene ejecutando desde el año 2010 en el área urbana y rural de los 24 Departamentos y la Provincia Constitucional del Callao, como parte de las investigaciones que ",28fff2dc-6314-404b-a43e-5e3daacd1ff0,,,,,2022-02-18,2022-02-19,,,Public,,,Open Data Commons Open Database ,Diccionario de datos N° 01 de la Encuesta Nacional de Programas Presupuestales (ENAPRES) 2020 ,Diccionario de datos - ENAPRES 2020 ,pdf,http://iinei.inei.gob.pe/iinei/srienaho/Descarga/DocumentosMetodologicos/2020-18/02_Cuestionario_01A.pdf
111,N_14,Encuesta Nacional de Programas Presupuestales (ENAPRES) 2020 - [Instituto Nacional de Estadística e Informática - INEI],https://www.datosabiertos.gob.pe//dataset/encuesta-nacional-de-programas-presupuestales-enapres-2020-instituto-nacional-de-estad%C3%ADstica,,"La Encuesta Nacional de Programas Presupuestales – ENAPRES, se viene ejecutando desde el año 2010 en el área urbana y rural de los 24 Departamentos y la Provincia Constitucional del Callao, como parte de las investigaciones que ",28fff2dc-6314-404b-a43e-5e3daacd1ff0,,,,,2022-02-18,2022-02-19,,,Public,,,Open Data Commons Open Database ,Diccionario de datos N° 02 de la Encuesta Nacional de Programas Presupuestales (ENAPRES) 2020,Diccionario de datos -ENAPRES 2020,pdf,http://iinei.inei.gob.pe/iinei/srienaho/Descarga/DocumentosMetodologicos/2020-18/03_Cuestionario_01B.pdf
112,N_14,Encuesta Nacional de Programas Presupuestales (ENAPRES) 2020 - [Instituto Nacional de Estadística e Informática - INEI],https://www.datosabiertos.gob.pe//dataset/encuesta-nacional-de-programas-presupuestales-enapres-2020-instituto-nacional-de-estad%C3%ADstica,,"La Encuesta Nacional de Programas Presupuestales – ENAPRES, se viene ejecutando desde el año 2010 en el área urbana y rural de los 24 Departamentos y la Provincia Constitucional del Callao, como parte de las investigaciones que ",28fff2dc-6314-404b-a43e-5e3daacd1ff0,,,,,2022-02-18,2022-02-19,,,Public,,,Open Data Commons Open Database ,Data de muestra de la Encuesta Nacional de Programas Presupuestales (ENAPRES) 2020,Data de muestra - ENAPRES 2020,csv,https://www.datosabiertos.gob.pe/sites/default/files/CAP_100_URBANO_RURAL_3_muestra.csv
113,N_15,  Registro de Hidrocarburos Líquidos - Octubre 2020 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-octubre-2020-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,e5537fe2-d05a-442f-90e5-73a957c431f1,Presidencia del Consejo de Ministros,Organismo Supervisor de la Inversión en Energía y Minería,,,2020-10-29,2021-06-13,,,Public,,,,REGISTROS HÁBILES DE DISTRIBUIDORES A GRANEL DE GLP (Actualizado al 29 DE OCTUBRE DE 2020),,xlb,https://www.datosabiertos.gob.pe/sites/default/files/DistribuidoresaGraneldeGLP_0.xls
114,N_15,  Registro de Hidrocarburos Líquidos - Octubre 2020 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-octubre-2020-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,e5537fe2-d05a-442f-90e5-73a957c431f1,Presidencia del Consejo de Ministros,Organismo Supervisor de la Inversión en Energía y Minería,,,2020-10-29,2021-06-13,,,Public,,,,REGISTROS HÁBILES DE DISTRIBUIDORES EN CILINDROS DE GLP (Actualizado al 29 DE OCTUBRE DE 2020),,xlsx,https://www.datosabiertos.gob.pe/sites/default/files/DistribuidoresenCilindrosdeGLP.xlsx
115,N_15,  Registro de Hidrocarburos Líquidos - Octubre 2020 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-octubre-2020-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,e5537fe2-d05a-442f-90e5-73a957c431f1,Presidencia del Consejo de Ministros,Organismo Supervisor de la Inversión en Energía y Minería,,,2020-10-29,2021-06-13,,,Public,,,,REGISTROS HÁBILES DE DISTRIBUIDORES MINORISTAS DE COMBUSTIBLES LÍQUIDOS Y OPDH (Actualizado al 29 DE OCTUBRE DE 2020),,xlb,https://www.datosabiertos.gob.pe/sites/default/files/DistribuidoresMinoristasdeCombustiblesL%C3%ADquidosyOPDH_0.xls
